Player rewards,Player actions,True Reward Arm 0,True Reward Arm 1,Mu Hat Arm 0,Mu Hat Arm 1,P.S.I 0,P.S.I 1
0.45000000000000023,0.0,0.17,0.6500000000000004,0.0,0.0,inf,inf
0.37000000000000016,1.0,0.18000000000000002,0.6800000000000004,0.08,0.37000000000000016,inf,inf
0.5600000000000003,0.0,0.20000000000000004,0.7500000000000004,0.17,0.6500000000000004,0.7411519036837564,0.7411519036837564
0.5800000000000003,0.0,0.17,0.6900000000000004,0.13000000000000006,0.6250000000000004,0.7520842431907118,0.6691753792247254
0.6800000000000004,1.0,0.25000000000000006,0.7300000000000004,0.10833333333333334,0.6183333333333336,0.7803240672433625,0.5907527110858576
0.7000000000000004,1.0,0.21000000000000005,0.7600000000000005,0.11833333333333332,0.6491666666666668,0.8011947461339912,0.5288032157131283
0.6000000000000003,1.0,0.21000000000000005,0.6800000000000004,0.11333333333333333,0.6640000000000003,0.8257678920769287,0.48977916757624035
0.6600000000000004,1.0,0.22000000000000006,0.7200000000000004,0.11383333333333334,0.6563333333333334,0.8364252981979007,0.4652682786609024
0.5600000000000003,1.0,0.13999999999999999,0.6400000000000003,0.11116666666666666,0.6714285714285712,0.840143951648533,0.4394807428590255
0.6300000000000003,1.0,0.17,0.7200000000000004,0.10973809523809523,0.662285714285714,0.8400630933366301,0.41990834385562814
0.5800000000000003,1.0,0.25000000000000006,0.6500000000000004,0.12152380952380953,0.6686230158730153,0.8169192779171892,0.40257247113073386
0.7100000000000004,0.0,0.22000000000000006,0.7800000000000005,0.11638888888888888,0.664781746031746,0.8142927134889748,0.3884524520298272
0.7000000000000004,1.0,0.19000000000000003,0.7400000000000004,0.12088888888888889,0.6759184704184703,0.8057577301463255,0.375782438597117
0.5600000000000003,1.0,0.18000000000000002,0.6300000000000003,0.12424386724386723,0.6818676046176044,0.7985820821347749,0.3636548857790863
0.7500000000000004,1.0,0.17,0.8000000000000005,0.12179545454545453,0.6764827117327114,0.792746636059018,0.3526654646605761
0.5700000000000003,1.0,0.3000000000000001,0.7300000000000004,0.12858333333333333,0.6869039294039294,0.7835998212756656,0.34291458845152123
